"origin_market","origin_city_market_id","dest_market","dest_city_market_id","carrier","num_flights"
"Aberdeen, SD",30141,"Minneapolis/St. Paul, MN",31650,"OO",132
"Abilene, TX",30136,"Dallas/Fort Worth, TX",30194,"MQ",472
"Adak Island, AK",30165,"Anchorage, AK",30299,"AS",17
"Aguadilla, PR",30732,"New York City, NY (Metropolitan Area)",31703,"B6",63
"Aguadilla, PR",30732,"New York City, NY (Metropolitan Area)",31703,"UA",36
"Aguadilla, PR",30732,"Orlando, FL",31454,"B6",46
"Albany, GA",30146,"Atlanta, GA (Metropolitan Area)",30397,"EV",170
"Albany, NY",30257,"Atlanta, GA (Metropolitan Area)",30397,"DL",175
"Albany, NY",30257,"Charlotte, NC",31057,"US",122
"Albany, NY",30257,"Chicago, IL",30977,"EV",57
"Albany, NY",30257,"Chicago, IL",30977,"OO",6
"Albany, NY",30257,"Chicago, IL",30977,"UA",122
"Albany, NY",30257,"Chicago, IL",30977,"WN",121
"Albany, NY",30257,"Detroit, MI",31295,"DL",3
"Albany, NY",30257,"Detroit, MI",31295,"EV",131
"Albany, NY",30257,"Las Vegas, NV",32211,"WN",61
"Albany, NY",30257,"Miami, FL (Metropolitan Area)",32467,"WN",1
"Albany, NY",30257,"Minneapolis/St. Paul, MN",31650,"DL",2
"Albany, NY",30257,"Minneapolis/St. Paul, MN",31650,"EV",3
"Albany, NY",30257,"New York City, NY (Metropolitan Area)",31703,"EV",1
"Albany, NY",30257,"Orlando, FL",31454,"WN",69
"Albany, NY",30257,"Tampa, FL (Metropolitan Area)",33195,"WN",61
"Albany, NY",30257,"Washington, DC (Metropolitan Area)",30852,"EV",25
"Albany, NY",30257,"Washington, DC (Metropolitan Area)",30852,"WN",340
"Albuquerque, NM",30140,"Atlanta, GA (Metropolitan Area)",30397,"DL",162
"Albuquerque, NM",30140,"Chicago, IL",30977,"MQ",122
"Albuquerque, NM",30140,"Chicago, IL",30977,"OO",53
"Albuquerque, NM",30140,"Chicago, IL",30977,"WN",121
"Albuquerque, NM",30140,"Dallas/Fort Worth, TX",30194,"AA",436
"Albuquerque, NM",30140,"Dallas/Fort Worth, TX",30194,"WN",453
"Albuquerque, NM",30140,"Denver, CO",30325,"EV",75
"Albuquerque, NM",30140,"Denver, CO",30325,"OO",24
"Albuquerque, NM",30140,"Denver, CO",30325,"UA",8
"Albuquerque, NM",30140,"Denver, CO",30325,"WN",166
"Albuquerque, NM",30140,"Houston, TX",31453,"EV",169
"Albuquerque, NM",30140,"Houston, TX",31453,"OO",11
"Albuquerque, NM",30140,"Houston, TX",31453,"UA",2
"Albuquerque, NM",30140,"Houston, TX",31453,"WN",173
"Albuquerque, NM",30140,"Kansas City, MO",33198,"WN",61
"Albuquerque, NM",30140,"Las Vegas, NV",32211,"WN",295
"Albuquerque, NM",30140,"Los Angeles, CA (Metropolitan Area)",32575,"OO",245
"Albuquerque, NM",30140,"Los Angeles, CA (Metropolitan Area)",32575,"WN",162
"Albuquerque, NM",30140,"Minneapolis/St. Paul, MN",31650,"DL",63
"Albuquerque, NM",30140,"New York City, NY (Metropolitan Area)",31703,"B6",50
"Albuquerque, NM",30140,"Phoenix, AZ",30466,"OO",57
"Albuquerque, NM",30140,"Phoenix, AZ",30466,"WN",393
"Albuquerque, NM",30140,"Portland, OR",34057,"WN",61
"Albuquerque, NM",30140,"Salt Lake City, UT",34614,"OO",175
"Albuquerque, NM",30140,"San Diego, CA",33570,"WN",121
"Albuquerque, NM",30140,"San Francisco, CA (Metropolitan Area)",32457,"OO",61
"Albuquerque, NM",30140,"San Francisco, CA (Metropolitan Area)",32457,"WN",156
"Albuquerque, NM",30140,"Seattle, WA",30559,"AS",44
"Albuquerque, NM",30140,"Seattle, WA",30559,"WN",61
"Albuquerque, NM",30140,"Washington, DC (Metropolitan Area)",30852,"WN",113
"Alexandria, LA",30185,"Atlanta, GA (Metropolitan Area)",30397,"EV",229
"Alexandria, LA",30185,"Dallas/Fort Worth, TX",30194,"MQ",183
"Alexandria, LA",30185,"Houston, TX",31453,"EV",162
"Allentown/Bethlehem/Easton, PA",30135,"Atlanta, GA (Metropolitan Area)",30397,"DL",61
"Allentown/Bethlehem/Easton, PA",30135,"Atlanta, GA (Metropolitan Area)",30397,"EV",110
"Allentown/Bethlehem/Easton, PA",30135,"Chicago, IL",30977,"EV",21
"Allentown/Bethlehem/Easton, PA",30135,"Detroit, MI",31295,"EV",153
"Alpena, MI",30333,"Detroit, MI",31295,"OO",76
"Alpena, MI",30333,"Minneapolis/St. Paul, MN",31650,"OO",30
"Amarillo, TX",30279,"Dallas/Fort Worth, TX",30194,"MQ",472
"Amarillo, TX",30279,"Dallas/Fort Worth, TX",30194,"WN",243
"Amarillo, TX",30279,"Denver, CO",30325,"EV",104
"Amarillo, TX",30279,"Denver, CO",30325,"OO",5
"Amarillo, TX",30279,"Denver, CO",30325,"WN",114
"Amarillo, TX",30279,"Houston, TX",31453,"EV",204
"Amarillo, TX",30279,"Las Vegas, NV",32211,"WN",61
"Anchorage, AK",30299,"Adak Island, AK",30165,"AS",17
"Anchorage, AK",30299,"Barrow, AK",30107,"AS",35
"Anchorage, AK",30299,"Bethel, AK",30113,"AS",167
"Anchorage, AK",30299,"Chicago, IL",30977,"AS",61
"Anchorage, AK",30299,"Chicago, IL",30977,"UA",56
"Anchorage, AK",30299,"Cordova, AK",30913,"AS",61
"Anchorage, AK",30299,"Dallas/Fort Worth, TX",30194,"AA",31
"Anchorage, AK",30299,"Deadhorse, AK",30073,"AS",61
"Anchorage, AK",30299,"Denver, CO",30325,"F9",20
"Anchorage, AK",30299,"Denver, CO",30325,"UA",61
"Anchorage, AK",30299,"Fairbanks, AK",31517,"AS",61
"Anchorage, AK",30299,"Honolulu, HI",32134,"AS",35
"Anchorage, AK",30299,"Juneau, AK",32523,"AS",175
"Anchorage, AK",30299,"Kodiak, AK",30070,"AS",82
"Anchorage, AK",30299,"Kotzebue, AK",33970,"AS",113
"Anchorage, AK",30299,"Las Vegas, NV",32211,"AS",26
"Anchorage, AK",30299,"Los Angeles, CA (Metropolitan Area)",32575,"AS",62
"Anchorage, AK",30299,"Los Angeles, CA (Metropolitan Area)",32575,"B6",2
"Anchorage, AK",30299,"Minneapolis/St. Paul, MN",31650,"DL",123
"Anchorage, AK",30299,"Nome, AK",33873,"AS",70
"Anchorage, AK",30299,"Phoenix, AZ",30466,"US",57
"Anchorage, AK",30299,"Portland, OR",34057,"AS",129
"Anchorage, AK",30299,"Salt Lake City, UT",34614,"DL",1
"Anchorage, AK",30299,"San Francisco, CA (Metropolitan Area)",32457,"UA",19
"Anchorage, AK",30299,"Seattle, WA",30559,"AS",918
"Anchorage, AK",30299,"Seattle, WA",30559,"B6",29
"Anchorage, AK",30299,"Seattle, WA",30559,"DL",185
"Appleton, WI",30408,"Atlanta, GA (Metropolitan Area)",30397,"DL",61
"Appleton, WI",30408,"Atlanta, GA (Metropolitan Area)",30397,"EV",52
"Appleton, WI",30408,"Chicago, IL",30977,"EV",286
"Appleton, WI",30408,"Chicago, IL",30977,"OO",45
"Appleton, WI",30408,"Detroit, MI",31295,"EV",87
"Appleton, WI",30408,"Minneapolis/St. Paul, MN",31650,"EV",1
"Appleton, WI",30408,"Minneapolis/St. Paul, MN",31650,"OO",28
"Asheville, NC",30431,"Atlanta, GA (Metropolitan Area)",30397,"DL",123
"Asheville, NC",30431,"Atlanta, GA (Metropolitan Area)",30397,"EV",229
"Asheville, NC",30431,"Chicago, IL",30977,"OO",187
"Asheville, NC",30431,"Detroit, MI",31295,"EV",29
"Asheville, NC",30431,"New York City, NY (Metropolitan Area)",31703,"EV",61
"Aspen, CO",30372,"Chicago, IL",30977,"OO",18
"Aspen, CO",30372,"Denver, CO",30325,"OO",268
"Aspen, CO",30372,"Los Angeles, CA (Metropolitan Area)",32575,"OO",51
"Atlanta, GA (Metropolitan Area)",30397,"Albany, GA",30146,"EV",170
"Atlanta, GA (Metropolitan Area)",30397,"Albany, NY",30257,"DL",175
"Atlanta, GA (Metropolitan Area)",30397,"Albuquerque, NM",30140,"DL",162
"Atlanta, GA (Metropolitan Area)",30397,"Alexandria, LA",30185,"EV",229
"Atlanta, GA (Metropolitan Area)",30397,"Allentown/Bethlehem/Easton, PA",30135,"DL",61
"Atlanta, GA (Metropolitan Area)",30397,"Allentown/Bethlehem/Easton, PA",30135,"EV",110
"Atlanta, GA (Metropolitan Area)",30397,"Appleton, WI",30408,"DL",61
"Atlanta, GA (Metropolitan Area)",30397,"Appleton, WI",30408,"EV",53
"Atlanta, GA (Metropolitan Area)",30397,"Asheville, NC",30431,"DL",123
"Atlanta, GA (Metropolitan Area)",30397,"Asheville, NC",30431,"EV",231
"Atlanta, GA (Metropolitan Area)",30397,"Augusta, GA",30208,"DL",124
"Atlanta, GA (Metropolitan Area)",30397,"Augusta, GA",30208,"EV",276
"Atlanta, GA (Metropolitan Area)",30397,"Austin, TX",30423,"DL",404
"Atlanta, GA (Metropolitan Area)",30397,"Austin, TX",30423,"WN",173
"Atlanta, GA (Metropolitan Area)",30397,"Baton Rouge, LA",30781,"DL",62
"Atlanta, GA (Metropolitan Area)",30397,"Baton Rouge, LA",30781,"EV",395
"Atlanta, GA (Metropolitan Area)",30397,"Birmingham, AL",30599,"DL",504
"Atlanta, GA (Metropolitan Area)",30397,"Birmingham, AL",30599,"EV",5
"Atlanta, GA (Metropolitan Area)",30397,"Bloomington/Normal, IL",30685,"EV",180
"Atlanta, GA (Metropolitan Area)",30397,"Boston, MA (Metropolitan Area)",30721,"DL",966
"Atlanta, GA (Metropolitan Area)",30397,"Boston, MA (Metropolitan Area)",30721,"FL",183
"Atlanta, GA (Metropolitan Area)",30397,"Boston, MA (Metropolitan Area)",30721,"WN",113
"Atlanta, GA (Metropolitan Area)",30397,"Bozeman, MT",30849,"DL",9
"Atlanta, GA (Metropolitan Area)",30397,"Bristol/Johnson City/Kingsport, TN",35323,"DL",168
"Atlanta, GA (Metropolitan Area)",30397,"Bristol/Johnson City/Kingsport, TN",35323,"EV",151
"Atlanta, GA (Metropolitan Area)",30397,"Brunswick, GA",30731,"EV",170
"Atlanta, GA (Metropolitan Area)",30397,"Buffalo, NY",30792,"DL",294
"Atlanta, GA (Metropolitan Area)",30397,"Burlington, VT",30785,"DL",1
"Atlanta, GA (Metropolitan Area)",30397,"Burlington, VT",30785,"EV",60
"Atlanta, GA (Metropolitan Area)",30397,"Cedar Rapids/Iowa City, IA",31003,"EV",174
"Atlanta, GA (Metropolitan Area)",30397,"Charleston, SC",30994,"DL",582
"Atlanta, GA (Metropolitan Area)",30397,"Charleston, SC",30994,"EV",6
"Atlanta, GA (Metropolitan Area)",30397,"Charleston/Dunbar, WV",31146,"DL",61
"Atlanta, GA (Metropolitan Area)",30397,"Charleston/Dunbar, WV",31146,"EV",148
"Atlanta, GA (Metropolitan Area)",30397,"Charlotte Amalie, VI",34945,"DL",69
"Atlanta, GA (Metropolitan Area)",30397,"Charlotte, NC",31057,"DL",681
"Atlanta, GA (Metropolitan Area)",30397,"Charlotte, NC",31057,"US",513
"Atlanta, GA (Metropolitan Area)",30397,"Charlottesville, VA",30990,"DL",60
"Atlanta, GA (Metropolitan Area)",30397,"Charlottesville, VA",30990,"EV",115
"Atlanta, GA (Metropolitan Area)",30397,"Chattanooga, TN",30980,"DL",187
"Atlanta, GA (Metropolitan Area)",30397,"Chattanooga, TN",30980,"EV",230
"Atlanta, GA (Metropolitan Area)",30397,"Chicago, IL",30977,"DL",1021
"Atlanta, GA (Metropolitan Area)",30397,"Chicago, IL",30977,"EV",17
"Atlanta, GA (Metropolitan Area)",30397,"Chicago, IL",30977,"F9",18
"Atlanta, GA (Metropolitan Area)",30397,"Chicago, IL",30977,"FL",245
"Atlanta, GA (Metropolitan Area)",30397,"Chicago, IL",30977,"MQ",62
"Atlanta, GA (Metropolitan Area)",30397,"Chicago, IL",30977,"OO",192
"Atlanta, GA (Metropolitan Area)",30397,"Chicago, IL",30977,"UA",1
"Atlanta, GA (Metropolitan Area)",30397,"Chicago, IL",30977,"WN",225
"Atlanta, GA (Metropolitan Area)",30397,"Cincinnati, OH",33105,"DL",404
"Atlanta, GA (Metropolitan Area)",30397,"Cleveland, OH (Metropolitan Area)",30647,"DL",618
"Atlanta, GA (Metropolitan Area)",30397,"Cleveland, OH (Metropolitan Area)",30647,"EV",20
"Atlanta, GA (Metropolitan Area)",30397,"Cleveland, OH (Metropolitan Area)",30647,"F9",41
"Atlanta, GA (Metropolitan Area)",30397,"Cleveland, OH (Metropolitan Area)",30647,"FL",122
"Atlanta, GA (Metropolitan Area)",30397,"Cleveland, OH (Metropolitan Area)",30647,"WN",61
"Atlanta, GA (Metropolitan Area)",30397,"Colorado Springs, CO",30189,"DL",61
"Atlanta, GA (Metropolitan Area)",30397,"Columbia, SC",30868,"DL",162
"Atlanta, GA (Metropolitan Area)",30397,"Columbia, SC",30868,"EV",302
"Atlanta, GA (Metropolitan Area)",30397,"Columbus, GA",31150,"EV",234
"Atlanta, GA (Metropolitan Area)",30397,"Columbus, MS",30894,"EV",175
"Atlanta, GA (Metropolitan Area)",30397,"Columbus, OH",31066,"DL",464
"Atlanta, GA (Metropolitan Area)",30397,"Columbus, OH",31066,"WN",122
"Atlanta, GA (Metropolitan Area)",30397,"Dallas/Fort Worth, TX",30194,"AA",593
"Atlanta, GA (Metropolitan Area)",30397,"Dallas/Fort Worth, TX",30194,"DL",704
"Atlanta, GA (Metropolitan Area)",30397,"Dallas/Fort Worth, TX",30194,"EV",242
"Atlanta, GA (Metropolitan Area)",30397,"Dayton, OH",31267,"DL",234
"Atlanta, GA (Metropolitan Area)",30397,"Daytona Beach, FL",31252,"DL",234
"Atlanta, GA (Metropolitan Area)",30397,"Denver, CO",30325,"DL",406
"Atlanta, GA (Metropolitan Area)",30397,"Denver, CO",30325,"F9",122
"Atlanta, GA (Metropolitan Area)",30397,"Denver, CO",30325,"FL",15
"Atlanta, GA (Metropolitan Area)",30397,"Denver, CO",30325,"OO",53
"Atlanta, GA (Metropolitan Area)",30397,"Denver, CO",30325,"WN",226
"Atlanta, GA (Metropolitan Area)",30397,"Des Moines, IA",31423,"DL",173
"Atlanta, GA (Metropolitan Area)",30397,"Des Moines, IA",31423,"EV",1
"Atlanta, GA (Metropolitan Area)",30397,"Detroit, MI",31295,"DL",641
"Atlanta, GA (Metropolitan Area)",30397,"Detroit, MI",31295,"EV",1
"Atlanta, GA (Metropolitan Area)",30397,"Detroit, MI",31295,"FL",122
"Atlanta, GA (Metropolitan Area)",30397,"Detroit, MI",31295,"WN",61
"Atlanta, GA (Metropolitan Area)",30397,"Dothan, AL",31308,"EV",236
"Atlanta, GA (Metropolitan Area)",30397,"El Paso, TX",30615,"DL",122
"Atlanta, GA (Metropolitan Area)",30397,"Evansville, IN",31612,"DL",61
"Atlanta, GA (Metropolitan Area)",30397,"Evansville, IN",31612,"EV",113
"Atlanta, GA (Metropolitan Area)",30397,"Fayetteville, AR",31834,"DL",86
"Atlanta, GA (Metropolitan Area)",30397,"Fayetteville, AR",31834,"EV",193
"Atlanta, GA (Metropolitan Area)",30397,"Fayetteville, NC",31641,"DL",61
"Atlanta, GA (Metropolitan Area)",30397,"Fayetteville, NC",31641,"EV",278
"Atlanta, GA (Metropolitan Area)",30397,"Flint, MI",31721,"DL",173
"Atlanta, GA (Metropolitan Area)",30397,"Fort Myers, FL",31714,"DL",418
"Atlanta, GA (Metropolitan Area)",30397,"Fort Myers, FL",31714,"FL",185
"Atlanta, GA (Metropolitan Area)",30397,"Fort Myers, FL",31714,"WN",61
"Atlanta, GA (Metropolitan Area)",30397,"Fort Smith, AR",31778,"EV",175
"Atlanta, GA (Metropolitan Area)",30397,"Fort Wayne, IN",31823,"EV",136
"Atlanta, GA (Metropolitan Area)",30397,"Gainesville, FL",31953,"DL",87
"Atlanta, GA (Metropolitan Area)",30397,"Gainesville, FL",31953,"EV",199
"Atlanta, GA (Metropolitan Area)",30397,"Grand Rapids, MI",31986,"DL",206
"Atlanta, GA (Metropolitan Area)",30397,"Green Bay, WI",31977,"DL",5
"Atlanta, GA (Metropolitan Area)",30397,"Green Bay, WI",31977,"EV",78
"Atlanta, GA (Metropolitan Area)",30397,"Greensboro/High Point, NC",31995,"DL",405
"Atlanta, GA (Metropolitan Area)",30397,"Greensboro/High Point, NC",31995,"EV",50
"Atlanta, GA (Metropolitan Area)",30397,"Greenville/Spartanburg, SC",31871,"DL",357
"Atlanta, GA (Metropolitan Area)",30397,"Greenville/Spartanburg, SC",31871,"EV",80
"Atlanta, GA (Metropolitan Area)",30397,"Gulfport/Biloxi, MS",31973,"DL",228
"Atlanta, GA (Metropolitan Area)",30397,"Gulfport/Biloxi, MS",31973,"EV",7
"Atlanta, GA (Metropolitan Area)",30397,"Harrisburg, PA",32070,"DL",175
"Atlanta, GA (Metropolitan Area)",30397,"Hartford, CT",30529,"DL",393
"Atlanta, GA (Metropolitan Area)",30397,"Hartford, CT",30529,"FL",183
"Atlanta, GA (Metropolitan Area)",30397,"Honolulu, HI",32134,"DL",61
"Atlanta, GA (Metropolitan Area)",30397,"Houston, TX",31453,"DL",749
"Atlanta, GA (Metropolitan Area)",30397,"Houston, TX",31453,"EV",315
"Atlanta, GA (Metropolitan Area)",30397,"Houston, TX",31453,"FL",151
"Atlanta, GA (Metropolitan Area)",30397,"Houston, TX",31453,"OO",49
"Atlanta, GA (Metropolitan Area)",30397,"Houston, TX",31453,"UA",5
"Atlanta, GA (Metropolitan Area)",30397,"Houston, TX",31453,"WN",259
"Atlanta, GA (Metropolitan Area)",30397,"Huntsville, AL",30255,"DL",363
"Atlanta, GA (Metropolitan Area)",30397,"Huntsville, AL",30255,"EV",38
"Atlanta, GA (Metropolitan Area)",30397,"Indianapolis, IN",32337,"DL",468
"Atlanta, GA (Metropolitan Area)",30397,"Indianapolis, IN",32337,"FL",182
"Atlanta, GA (Metropolitan Area)",30397,"Jackson, WY",32441,"DL",12
"Atlanta, GA (Metropolitan Area)",30397,"Jackson/Vicksburg, MS",32448,"DL",397
"Atlanta, GA (Metropolitan Area)",30397,"Jackson/Vicksburg, MS",32448,"EV",12
"Atlanta, GA (Metropolitan Area)",30397,"Jacksonville, FL",31136,"DL",671
"Atlanta, GA (Metropolitan Area)",30397,"Jacksonville, FL",31136,"FL",147
"Atlanta, GA (Metropolitan Area)",30397,"Jacksonville, FL",31136,"WN",89
"Atlanta, GA (Metropolitan Area)",30397,"Jacksonville/Camp Lejeune, NC",33795,"EV",229
"Atlanta, GA (Metropolitan Area)",30397,"Kalispell, MT",31648,"DL",4
"Atlanta, GA (Metropolitan Area)",30397,"Kansas City, MO",33198,"DL",464
"Atlanta, GA (Metropolitan Area)",30397,"Kansas City, MO",33198,"FL",122
"Atlanta, GA (Metropolitan Area)",30397,"Kansas City, MO",33198,"WN",61
"Atlanta, GA (Metropolitan Area)",30397,"Key West, FL",31624,"DL",122
"Atlanta, GA (Metropolitan Area)",30397,"Key West, FL",31624,"EV",62
"Atlanta, GA (Metropolitan Area)",30397,"Killeen, TX",31982,"EV",105
"Atlanta, GA (Metropolitan Area)",30397,"Knoxville, TN",35412,"DL",259
"Atlanta, GA (Metropolitan Area)",30397,"Knoxville, TN",35412,"EV",71
"Atlanta, GA (Metropolitan Area)",30397,"Lafayette, LA",32951,"DL",61
"Atlanta, GA (Metropolitan Area)",30397,"Lafayette, LA",32951,"EV",174
"Atlanta, GA (Metropolitan Area)",30397,"Las Vegas, NV",32211,"DL",476
"Atlanta, GA (Metropolitan Area)",30397,"Las Vegas, NV",32211,"FL",62
"Atlanta, GA (Metropolitan Area)",30397,"Las Vegas, NV",32211,"WN",173
"Atlanta, GA (Metropolitan Area)",30397,"Lexington, KY",32945,"DL",195
"Atlanta, GA (Metropolitan Area)",30397,"Lexington, KY",32945,"EV",178
"Atlanta, GA (Metropolitan Area)",30397,"Lincoln, NE",33029,"EV",60
"Atlanta, GA (Metropolitan Area)",30397,"Little Rock, AR",32600,"DL",350
"Atlanta, GA (Metropolitan Area)",30397,"Little Rock, AR",32600,"EV",3
"Atlanta, GA (Metropolitan Area)",30397,"Los Angeles, CA (Metropolitan Area)",32575,"DL",783
"Atlanta, GA (Metropolitan Area)",30397,"Los Angeles, CA (Metropolitan Area)",32575,"FL",61
"Atlanta, GA (Metropolitan Area)",30397,"Los Angeles, CA (Metropolitan Area)",32575,"WN",182
"Atlanta, GA (Metropolitan Area)",30397,"Louisville, KY",33044,"DL",406
"Atlanta, GA (Metropolitan Area)",30397,"Louisville, KY",33044,"EV",26
"Atlanta, GA (Metropolitan Area)",30397,"Madison, WI",33485,"DL",120
"Atlanta, GA (Metropolitan Area)",30397,"Melbourne, FL",33360,"DL",223
"Atlanta, GA (Metropolitan Area)",30397,"Memphis, TN",33244,"DL",581
"Atlanta, GA (Metropolitan Area)",30397,"Miami, FL (Metropolitan Area)",32467,"AA",122
"Atlanta, GA (Metropolitan Area)",30397,"Miami, FL (Metropolitan Area)",32467,"DL",1461
"Atlanta, GA (Metropolitan Area)",30397,"Miami, FL (Metropolitan Area)",32467,"EV",1
"Atlanta, GA (Metropolitan Area)",30397,"Miami, FL (Metropolitan Area)",32467,"FL",184
"Atlanta, GA (Metropolitan Area)",30397,"Miami, FL (Metropolitan Area)",32467,"MQ",214
"Atlanta, GA (Metropolitan Area)",30397,"Miami, FL (Metropolitan Area)",32467,"WN",168
"Atlanta, GA (Metropolitan Area)",30397,"Milwaukee, WI",33342,"DL",402
"Atlanta, GA (Metropolitan Area)",30397,"Milwaukee, WI",33342,"FL",174
"Atlanta, GA (Metropolitan Area)",30397,"Milwaukee, WI",33342,"WN",8
"Atlanta, GA (Metropolitan Area)",30397,"Minneapolis/St. Paul, MN",31650,"DL",656
"Atlanta, GA (Metropolitan Area)",30397,"Minneapolis/St. Paul, MN",31650,"EV",1
"Atlanta, GA (Metropolitan Area)",30397,"Minneapolis/St. Paul, MN",31650,"FL",91
"Atlanta, GA (Metropolitan Area)",30397,"Minneapolis/St. Paul, MN",31650,"WN",153
"Atlanta, GA (Metropolitan Area)",30397,"Mobile, AL",30562,"DL",56
"Atlanta, GA (Metropolitan Area)",30397,"Mobile, AL",30562,"EV",339
"Atlanta, GA (Metropolitan Area)",30397,"Monroe, LA",33377,"EV",225
"Atlanta, GA (Metropolitan Area)",30397,"Montgomery, AL",33277,"EV",424
"Atlanta, GA (Metropolitan Area)",30397,"Myrtle Beach, SC",31135,"DL",240
"Atlanta, GA (Metropolitan Area)",30397,"Myrtle Beach, SC",31135,"EV",60
"Atlanta, GA (Metropolitan Area)",30397,"Nashville, TN",30693,"DL",574
"Atlanta, GA (Metropolitan Area)",30397,"New Bern/Morehead/Beaufort, NC",31617,"EV",158
"Atlanta, GA (Metropolitan Area)",30397,"New Orleans, LA",33495,"DL",634
"Atlanta, GA (Metropolitan Area)",30397,"New Orleans, LA",33495,"FL",123
"Atlanta, GA (Metropolitan Area)",30397,"New Orleans, LA",33495,"WN",121
"Atlanta, GA (Metropolitan Area)",30397,"New York City, NY (Metropolitan Area)",31703,"DL",1948
"Atlanta, GA (Metropolitan Area)",30397,"New York City, NY (Metropolitan Area)",31703,"EV",541
"Atlanta, GA (Metropolitan Area)",30397,"New York City, NY (Metropolitan Area)",31703,"UA",63
"Atlanta, GA (Metropolitan Area)",30397,"New York City, NY (Metropolitan Area)",31703,"WN",357
"Atlanta, GA (Metropolitan Area)",30397,"Norfolk, VA (Metropolitan Area)",33667,"DL",448
"Atlanta, GA (Metropolitan Area)",30397,"Norfolk, VA (Metropolitan Area)",33667,"EV",316
"Atlanta, GA (Metropolitan Area)",30397,"Oklahoma City, OK",33851,"DL",285
"Atlanta, GA (Metropolitan Area)",30397,"Oklahoma City, OK",33851,"EV",4
"Atlanta, GA (Metropolitan Area)",30397,"Oklahoma City, OK",33851,"WN",120
"Atlanta, GA (Metropolitan Area)",30397,"Omaha, NE",33316,"DL",252
"Atlanta, GA (Metropolitan Area)",30397,"Omaha, NE",33316,"EV",34
"Atlanta, GA (Metropolitan Area)",30397,"Orlando, FL",31454,"DL",925
"Atlanta, GA (Metropolitan Area)",30397,"Orlando, FL",31454,"FL",306
"Atlanta, GA (Metropolitan Area)",30397,"Orlando, FL",31454,"WN",177
"Atlanta, GA (Metropolitan Area)",30397,"Panama City, FL",31481,"DL",351
"Atlanta, GA (Metropolitan Area)",30397,"Panama City, FL",31481,"EV",57
"Atlanta, GA (Metropolitan Area)",30397,"Pensacola, FL",33728,"DL",406
"Atlanta, GA (Metropolitan Area)",30397,"Pensacola, FL",33728,"EV",1
"Atlanta, GA (Metropolitan Area)",30397,"Peoria, IL",34108,"EV",148
"Atlanta, GA (Metropolitan Area)",30397,"Philadelphia, PA",34100,"DL",621
"Atlanta, GA (Metropolitan Area)",30397,"Philadelphia, PA",34100,"FL",118
"Atlanta, GA (Metropolitan Area)",30397,"Philadelphia, PA",34100,"US",298
"Atlanta, GA (Metropolitan Area)",30397,"Philadelphia, PA",34100,"WN",121
"Atlanta, GA (Metropolitan Area)",30397,"Phoenix, AZ",30466,"DL",319
"Atlanta, GA (Metropolitan Area)",30397,"Phoenix, AZ",30466,"US",192
"Atlanta, GA (Metropolitan Area)",30397,"Phoenix, AZ",30466,"WN",114
"Atlanta, GA (Metropolitan Area)",30397,"Pittsburgh, PA",30198,"DL",457
"Atlanta, GA (Metropolitan Area)",30397,"Pittsburgh, PA",30198,"FL",122
"Atlanta, GA (Metropolitan Area)",30397,"Pittsburgh, PA",30198,"WN",61
"Atlanta, GA (Metropolitan Area)",30397,"Portland, ME",34321,"DL",179
"Atlanta, GA (Metropolitan Area)",30397,"Portland, OR",34057,"AS",1
"Atlanta, GA (Metropolitan Area)",30397,"Portland, OR",34057,"DL",168
"Atlanta, GA (Metropolitan Area)",30397,"Quad Cities, IL (Metropolitan Area)",33367,"EV",183
"Atlanta, GA (Metropolitan Area)",30397,"Raleigh/Durham, NC",34492,"DL",675
"Atlanta, GA (Metropolitan Area)",30397,"Raleigh/Durham, NC",34492,"EV",1
"Atlanta, GA (Metropolitan Area)",30397,"Raleigh/Durham, NC",34492,"FL",236
"Atlanta, GA (Metropolitan Area)",30397,"Richmond, VA",34524,"DL",445
"Atlanta, GA (Metropolitan Area)",30397,"Richmond, VA",34524,"WN",175
"Atlanta, GA (Metropolitan Area)",30397,"Roanoke, VA",34574,"DL",61
"Atlanta, GA (Metropolitan Area)",30397,"Roanoke, VA",34574,"EV",175
"Atlanta, GA (Metropolitan Area)",30397,"Rochester, MN",32547,"EV",60
"Atlanta, GA (Metropolitan Area)",30397,"Rochester, NY",34576,"DL",175
"Atlanta, GA (Metropolitan Area)",30397,"Sacramento, CA",33192,"DL",109
"Atlanta, GA (Metropolitan Area)",30397,"Salt Lake City, UT",34614,"DL",458
"Atlanta, GA (Metropolitan Area)",30397,"San Antonio, TX",33214,"DL",404
"Atlanta, GA (Metropolitan Area)",30397,"San Antonio, TX",33214,"FL",61
"Atlanta, GA (Metropolitan Area)",30397,"San Antonio, TX",33214,"WN",121
"Atlanta, GA (Metropolitan Area)",30397,"San Diego, CA",33570,"DL",289
"Atlanta, GA (Metropolitan Area)",30397,"San Diego, CA",33570,"WN",61
"Atlanta, GA (Metropolitan Area)",30397,"San Francisco, CA (Metropolitan Area)",32457,"DL",450
"Atlanta, GA (Metropolitan Area)",30397,"San Francisco, CA (Metropolitan Area)",32457,"FL",61
"Atlanta, GA (Metropolitan Area)",30397,"San Francisco, CA (Metropolitan Area)",32457,"UA",113
"Atlanta, GA (Metropolitan Area)",30397,"San Francisco, CA (Metropolitan Area)",32457,"WN",114
"Atlanta, GA (Metropolitan Area)",30397,"San Juan, PR",34819,"DL",224
